cluster,rank,_id,score,quality_score,room_type,comment
3,5,68027d10e3c98b0941765adf,5.0,7,粤韵双床套房,不愧是老牌五星酒店的品牌，环境优美，房间也不错，服务态度非常好，有求必应，特别是酒店后花园的环境真的是太漂亮啦，下次来广州还会住花园酒店。
3,6,68027d41e3c98b0941765b09,5.0,8,红棉大床套房,入住体验不错。酒店大堂富丽堂皇，很气派，办理入住手续快捷，前台美女安排了一间相对安静的房间，如果酒店外围没施工入住体验会更好。房间布局合理设计风格很喜欢，有小会客室，看电视和房间休息互不干扰。最赞的就是酒店的服务质量，只要在公共区域停留或者疑惑的瞬间，都会有服务员询问是否需要帮助。不管是早餐还是午餐等服务接待都很彬彬有礼，温文尔雅，让人感到心情愉悦，以后到广州就首选花园酒店！
3,7,68028542e3c98b094176608d,5.0,8,花园双床房,老牌子的酒店，交通方便，旁边就有地铁，车到酒店服务人员帮助拿行李，前台帅小伙帮忙升级一间房间，虽然过程有点慢，但对房间还是非常满意，毕竟过年人多，酒店管理还是挺有序的。早晨的瀑布歺厅早歺挺不错，一边吃饭一边看着瀑布，心情非常好，参观了酒店的博物馆，了解酒店发展史，真的不错，总之游广州住花园酒店是个很好的选择。
3,8,68027a97e3c98b09417658c0,5.0,9,花园双床房,酒店非常漂亮，地理位置佳，作为名副其实的五星级酒店，服务和设施非常棒，映入眼帘的大堂红楼梦主题的烫金壁画彰显酒店地位和独特气质。特别感谢前台办理入住的小姐姐，服务态度极其专业，笑容温暖人心，见我带娃出行，为我们升了套房，特别棒，而且早餐有三个餐厅可以选择，自助餐吃得比较多，尝试了三楼粤式茶点早餐，米其林级的餐饮品质让人印象深刻，孩子非常喜欢。早餐后逛了漂亮的后花园，喂了锦鲤，逛了园子，看了瀑布，美不胜收。这次广州之行花园酒店给我留下了特别棒的印象，下次来广州我一定继续选择入住花园酒店。
4,1,68027efee3c98b0941765c84,2.2,9,花园双床房,"大堂宽敞气派，却没有供客人等候的休息区；
房间价格不低，但设施简陋，卫生间马桶和淋雨区共用一扇门，非常鸡肋，前所未见；
客房打扫人员不专业，不按时提供免费饮用水，客人要求提供后还声称要收费的。对不起，我可没有说要依云的水。房间打扫完地面依旧很脏，地上还可见头发，黑点和不知明污渍。
前台服务人员不尽责，反馈了客房问题后，没有后续跟踪，等到离店后有电话询问入住体验。如真想改进，应该在入住期间询问才更有意义吧，更何况我是在入住过程中提出了问题的。
无论设施与服务，硬件和软件，都对不起老牌五星级酒店的称号。
服务行业靠的得就是服务与口碑，也许你们不缺客人，但客人也有很多酒店可以去选择！"
4,2,68027d20e3c98b0941765ae4,5.0,8,红棉双床套房,"下午三点多办理入住的，人不多，等一两个就可以，不过办理过程稍微慢了一点点，花了十几分钟.小姐姐也一直在说不好意思，最后对房间还是满意的，应该是房间没清洁好临时给升了一个房型，然后比较安静没有受到附近施工??噪音的困扰.

 外观大堂都是老牌酒店的样子，内部重修装修过所以特别舒适大方."
4,3,68027dc3e3c98b0941765b75,5.0,7,花园双床房,酒店服务态度很好，一来到酒店，就会有服务员咨询办理什么、教你去哪里办理或者寄托行李，酒店环境不错，不过我没住到免费升级房间，不过最起码没住正在施工的那边房间已经很好了??，不过隔音一般，会听到响声，而且厕所细，只有浴缸没浴室
4,4,68027bede3c98b09417659e4,5.0,8,红棉大床套房,房间卫生不错，酒店环境好，出入方便，这次前台服务感觉不怎地，有点感觉被套路了，我们到酒店的时候差不多中午十一点多了，说我订的房间还没有打扫卫生，大概还需要一个多小时，接下来前台服务员说只有升级版的房间还有，另外还需加钱，大中午的我们只有升级了，心里有种说不出的感觉。
4,5,68027c0ee3c98b0941765a02,4.0,7,花园双床房,"设施：房间里面偏旧，员工衣服太老土了，还不合身，皱皱巴巴
卫生：一般，但是送了一份欢迎水果，不过不打招呼就私自放进房间有点吓人
环境：后面小花园蛮美的，但是不住也能去看，大厅也不错，就是感觉很乱
服务：还可以，主动帮忙拍照
总体而言，老式酒店，进去看看就行，特意住是真没必要"
4,6,68027e37e3c98b0941765bdd,5.0,9,红棉双床套房,每个接触的服务员都非常nice，中午来早了，前台办理入住各种温馨提示，还免费升级粤韵房型，一房一厅，房和厅一样大那种，两个大电视，一键升降窗帘，住的很舒服。博物馆看了，26个打卡点也人工导览了，带看很仔细，酒店的来龙去脉也清楚了，很棒。早餐看起来不多，吃起来啥都有，都想吃奈何吃不下太多，又不好一直坐下去，毕竟后面还有人在排队等位。床和椅子都好睡好坐。周边地铁施工时间大约8：10-20：30，中午有休息。周末也开工，有些影响，能接受，窗都是中空玻璃，比较隔音。
4,7,680278e3e3c98b094176574f,3.5,9,粤韵双床套房,超级失望的入住，没有任何服务，春节在大厅搞活动，又吵又乱，根本没有人服务，办个入住，也一问三不知。考虑到床小，我们要改成大床房，办理入住的服务生告知，只能住双床，加床要三百多。导致我第一晚根本没有睡觉，在沙发上窝了一晚。第二天找到前台经理换了大床房，加了床。最让人无语的是，找到经理投诉，完全是敷衍。总之，没有服务意识的酒店，以后不会再入住了。这个酒店，最大的问题是，没有服务意识，根本没有那种为客人服务解决问题的概念。唯一可取的是景色吧。
4,8,680278cde3c98b094176573d,4.2,9,花园双床房,"酒店很高大上，考虑了康莱德和白天鹅，最后还是选这里，也因为白金五星的历史感。花园和博物馆都不错，博物馆很有情怀，不虚此行。
早餐很好，选的30层旋转餐厅，大部分菜品味道在线。晚餐是荔湾亭点心半自助，以一个外省人的角度很好吃。
健身的地方有点不好找，但设施还行，该有的都有，不大。
停车不方便，地下停车场离大厅有距离，地上停车场又比较小，自驾游可能要考虑下停车的预案。门口就是地铁站，地铁很方便。
花园双床房非常小，小到唤起我对某些日本酒店的印象：地上能不能平铺开行李箱？能平铺开就算是大房间。按这个标准，这里的也算大房间。但如果再住这里的话，我不会选基础房，俩大人带个孩子太局促了。
有点逗的是晚上22-23点房间出现高频断续刺耳异响，我推断是某些房间用水或者是上下水导致的水管尖锐鸣声。当时孩子已经睡了，俩大人面面相觑，客房服务人员A来的时候没响，她说自己很忙，也没法停留五分钟听一下到底是什么声音，解决方案是要么我们自己内线拨0沟通换房，要么她送耳塞过来。我们的诉求是请她优先解决声音问题，解决不了再换房，毕竟孩子睡着了，不太想折腾。过了一会来了个客房服务B，只送来一副耳塞并且当场听到了连续且刺"
